id,name,source,url,metaScore,ageDays,leaderTitle,deckPrice,views,likes
f9f02d54-0961-441f-932e-9c6a921fc056,Ezreal Test Deck v5,piltoverarchive,https://piltoverarchive.com/decks/view/f9f02d54-0961-441f-932e-9c6a921fc056,23.5814,3.0,"Ezreal, Prodigal Explorer",494.13,2400.0,0
irelia-top-4-nanjing-regional,Irelia Top 4 Nanjing Regional,riftboundgg,https://riftbound.gg/decks/irelia-top-4-nanjing-regional/,23.5722,102.0259123765153,Irelia - Blade Dancer,516.66,31003.0,
7ece3d08-5ca3-45cc-8c6c-46dd43d19c3b,Irelia 2nd - CowCowCup (80 players),piltoverarchive,https://piltoverarchive.com/decks/view/7ece3d08-5ca3-45cc-8c6c-46dd43d19c3b,23.5609,60.0,"Irelia, Blade Dancer",529.12,3400.0,0
0a0dfb11-739e-43f8-92f8-19d0afb51681,860 Miracle Draven 2.1 SFD,piltoverarchive,https://piltoverarchive.com/decks/view/0a0dfb11-739e-43f8-92f8-19d0afb51681,23.5499,30.0,"Draven, Glorious Executioner",379.14,1200.0,0
b83fda70-0519-4dec-9f81-0dc9aae4ae78,"Irelia, the kaisa killer",piltoverarchive,https://piltoverarchive.com/decks/view/b83fda70-0519-4dec-9f81-0dc9aae4ae78,23.5038,60.0,"Irelia, Blade Dancer",438.06,3800.0,0
4216734f-0652-4ce7-9b34-b69d02a3b112,Runes and Rift Weekly - Jan 14th - 4th Place - NATUREAL,piltoverarchive,https://piltoverarchive.com/decks/view/4216734f-0652-4ce7-9b34-b69d02a3b112,23.5028,29.0,"Irelia, Blade Dancer",445.5,764.0,0
ef82c2ec-6dd4-4f0b-87b0-5f49bc80e6a5,34th Winter League Bologna - Bubo,piltoverarchive,https://piltoverarchive.com/decks/view/ef82c2ec-6dd4-4f0b-87b0-5f49bc80e6a5,23.4893,30.0,"Irelia, Blade Dancer",453.0,756.0,0
3fdf0470-2168-484b-98ca-522c362bbd69,RiftLounge - Runes &amp; Rift Invitational,piltoverarchive,https://piltoverarchive.com/decks/view/3fdf0470-2168-484b-98ca-522c362bbd69,23.4683,30.0,"Irelia, Blade Dancer",328.43,1100.0,0
draven-wins-bologna,Draven wins Bologna,riftboundgg,https://riftbound.gg/decks/draven-wins-bologna/,23.4606,128.6335279588429,Draven - Glorious Executioner,621.27,47504.0,
0083f5bc-f8f3-471e-b910-425e0fd30dc8,PRESIDENT_IRELIA,piltoverarchive,https://piltoverarchive.com/decks/view/0083f5bc-f8f3-471e-b910-425e0fd30dc8,23.4598,60.0,"Irelia, Blade Dancer",510.29,2300.0,1
57ab7dcb-8541-4306-be80-b35ef22d04be,4th Place - Nanjing Regional Open,piltoverarchive,https://piltoverarchive.com/decks/view/57ab7dcb-8541-4306-be80-b35ef22d04be,23.4212,5.0,"Irelia, Blade Dancer",420.89,151.0,1
irelia-top-4-fuzhou-regional,Irelia Top 4 Fuzhou Regional,riftboundgg,https://riftbound.gg/decks/irelia-top-4-fuzhou-regional/,23.4109,121.09778722612394,Irelia - Blade Dancer,472.29,45475.0,
03326520-f02a-4401-a102-d5b34528bc1e,Irelia - Early Spiritforge v1.1,piltoverarchive,https://piltoverarchive.com/decks/view/03326520-f02a-4401-a102-d5b34528bc1e,23.3942,60.0,"Irelia, Blade Dancer",543.22,1800.0,0
irelia-wins-guangzhou-city-challenge-2812,Irelia wins Guangzhou City Challenge 28/12,riftboundgg,https://riftbound.gg/decks/irelia-wins-guangzhou-city-challenge-2812/,23.3863,128.4711006651515,Irelia - Blade Dancer,691.58,23209.0,
eb775671-b5ca-4b05-ba86-5d0baa117def,Irelia Q Yasuo E,piltoverarchive,https://piltoverarchive.com/decks/view/eb775671-b5ca-4b05-ba86-5d0baa117def,23.379,60.0,"Irelia, Blade Dancer",586.63,1500.0,0
3a58f954-514d-4d2b-8896-c3457526000a,4th place group B (Ascension League Season 2 - Stage 3) - 19/01/2026,piltoverarchive,https://piltoverarchive.com/decks/view/3a58f954-514d-4d2b-8896-c3457526000a,23.3749,26.0,"Ezreal, Prodigal Explorer",514.15,1100.0,0
draven-wins-chengdu-regional,Draven wins Chengdu regional,riftboundgg,https://riftbound.gg/decks/draven-wins-chengdu-regional/,23.3495,116.11011068754726,Draven - Glorious Executioner,366.98,50547.0,
ezreal-prodigal-explorer-deck-k61g1,Ezreal - Prodigal Explorer Deck,riftboundgg,https://riftbound.gg/decks/ezreal-prodigal-explorer-deck-k61g1/,23.3491,0.33133065946676116,Ezreal - Prodigal Explorer,631.57,22.0,
8e86faa7-3a7c-4a0c-9f7d-c00443d15ab9,Irelia draws + smacks,piltoverarchive,https://piltoverarchive.com/decks/view/8e86faa7-3a7c-4a0c-9f7d-c00443d15ab9,23.3469,60.0,"Irelia, Blade Dancer",491.09,1800.0,0
77cde3b1-b99a-4f7f-89e0-ba5e2aeb6ca1,rat ezreal,piltoverarchive,https://piltoverarchive.com/decks/view/77cde3b1-b99a-4f7f-89e0-ba5e2aeb6ca1,23.3258,28.0,"Ezreal, Prodigal Explorer",470.74,1200.0,0
ezreal-runner-up-in-dinan-regional,Ezreal Runner Up in Dinan Regional,riftboundgg,https://riftbound.gg/decks/ezreal-runner-up-in-dinan-regional/,23.3191,109.11473166151731,Ezreal - Prodigal Explorer,651.9,47988.0,
42677dbb-f375-474f-ae97-c6eb3fc8f5f7,Guangzhou City Challenge 28th December - 2nd Place -  萧爷要食竹,piltoverarchive,https://piltoverarchive.com/decks/view/42677dbb-f375-474f-ae97-c6eb3fc8f5f7,23.3126,60.0,"Irelia, Blade Dancer",428.3,2000.0,0
ezreal-prodigal-explorer-deck-9ne4n,Ezreal - Prodigal Explorer Deck,riftboundgg,https://riftbound.gg/decks/ezreal-prodigal-explorer-deck-9ne4n/,23.3077,1.4416091226620806,Ezreal - Prodigal Explorer,482.85,49.0,
0026fffc-cef5-4603-8e54-4a90e5d2c1ea,1st Place Shenzhen Draven Week 1,piltoverarchive,https://piltoverarchive.com/decks/view/0026fffc-cef5-4603-8e54-4a90e5d2c1ea,23.3016,60.0,"Draven, Glorious Executioner",290.92,16300.0,0
e9416e03-5da6-4417-81ac-1d1f862cf502,4th place group A (Ascension League Season 2 - Stage 3) - 19/01/2026,piltoverarchive,https://piltoverarchive.com/decks/view/e9416e03-5da6-4417-81ac-1d1f862cf502,23.284,26.0,"Ezreal, Prodigal Explorer",470.49,957.0,0
2a0a23f2-2105-4690-b8d1-7cac37204c82,Tempo Ez yuuto,piltoverarchive,https://piltoverarchive.com/decks/view/2a0a23f2-2105-4690-b8d1-7cac37204c82,23.2637,30.0,"Ezreal, Prodigal Explorer",398.84,1400.0,0
